ID,Topic,English,Hindi,Difficulty,Part of speech,Source type,Dialogue links
trv-094,Travel & customs,exchange rate,विनिमय दर,intermediate,term,curated-supplemental,
trv-095,Travel & customs,foreign currency,विदेशी मुद्रा,intermediate,term,curated-supplemental,
trv-096,Travel & customs,guided tour,मार्गदर्शित भ्रमण,intermediate,term,curated-supplemental,
trv-097,Travel & customs,health declaration,स्वास्थ्य घोषणा,intermediate,term,curated-supplemental,
trv-098,Travel & customs,immigration counter,आप्रवासन काउंटर,intermediate,term,curated-supplemental,
trv-099,Travel & customs,one-way ticket,एकतरफ़ा टिकट,intermediate,term,curated-supplemental,
trv-100,Travel & customs,package tour,पैकेज यात्रा,intermediate,term,curated-supplemental,
trv-101,Travel & customs,rental car,किराये की कार,intermediate,term,curated-supplemental,
trv-102,Travel & customs,reservation number,आरक्षण संख्या,intermediate,term,curated-supplemental,dialogue-039
trv-103,Travel & customs,tour operator,पर्यटन संचालक,intermediate,term,curated-supplemental,
trv-104,Travel & customs,tourist visa,पर्यटक वीज़ा,intermediate,term,curated-supplemental,
trv-105,Travel & customs,transit visa,पारगमन वीज़ा,intermediate,term,curated-supplemental,
trv-106,Travel & customs,transport transfer,परिवहन स्थानांतरण,intermediate,term,curated-supplemental,
trv-107,Travel & customs,travel advisory,यात्रा सलाह,intermediate,term,curated-supplemental,
trv-108,Travel & customs,travel agent,यात्रा एजेंट,intermediate,term,curated-supplemental,
trv-109,Travel & customs,travel refund,यात्रा धनवापसी,intermediate,term,curated-supplemental,
trv-110,Travel & customs,vaccination certificate,टीकाकरण प्रमाणपत्र,intermediate,term,curated-supplemental,
trv-111,Travel & customs,international driving permit,अंतरराष्ट्रीय ड्राइविंग परमिट,intermediate,term,curated-supplemental,
trv-112,Travel & customs,passenger name record,यात्री नाम अभिलेख,intermediate,term,curated-supplemental,
trv-113,Travel & customs,booking payment,बुकिंग भुगतान,intermediate,term,family-payment,"dialogue-032,dialogue-033,dialogue-078"
trv-114,Travel & customs,flight booking,उड़ान बुकिंग,intermediate,term,family-booking,"dialogue-032,dialogue-033"
trv-115,Travel & customs,attach boarding pass,बोर्डिंग पास संलग्न करना,intermediate,action,family-document,
trv-116,Travel & customs,boarding pass checklist,बोर्डिंग पास जाँच सूची,intermediate,term,family-document,dialogue-032
trv-117,Travel & customs,boarding pass verification,बोर्डिंग पास का सत्यापन,intermediate,term,family-document,dialogue-032
trv-118,Travel & customs,booking payment amount,बुकिंग भुगतान राशि,intermediate,term,family-payment,
trv-119,Travel & customs,booking payment confirmation,बुकिंग भुगतान की पुष्टि,intermediate,term,family-payment,"dialogue-032,dialogue-078"
trv-120,Travel & customs,booking payment date,बुकिंग भुगतान की तारीख,intermediate,term,family-payment,dialogue-078
trv-121,Travel & customs,booking payment history,बुकिंग भुगतान का इतिहास,intermediate,term,family-payment,
trv-122,Travel & customs,booking payment method,बुकिंग भुगतान का तरीका,intermediate,term,family-payment,
trv-123,Travel & customs,booking payment receipt,बुकिंग भुगतान की रसीद,intermediate,term,family-payment,
trv-124,Travel & customs,cancel booking payment,बुकिंग भुगतान रद्द करना,intermediate,action,family-payment,dialogue-078
trv-125,Travel & customs,cancel flight booking,उड़ान बुकिंग रद्द करना,intermediate,action,family-booking,
trv-126,Travel & customs,cancel hotel reservation,होटल आरक्षण रद्द करना,intermediate,action,family-booking,dialogue-078
trv-127,Travel & customs,certified boarding pass,प्रमाणित बोर्डिंग पास,intermediate,term,family-document,
trv-128,Travel & customs,change flight booking,उड़ान बुकिंग बदलना,intermediate,action,family-booking,
trv-129,Travel & customs,change hotel reservation,होटल आरक्षण बदलना,intermediate,action,family-booking,dialogue-078
trv-130,Travel & customs,confirm booking payment,बुकिंग भुगतान की पुष्टि करना,intermediate,action,family-payment,"dialogue-032,dialogue-033,dialogue-078"
trv-131,Travel & customs,confirm flight booking,उड़ान बुकिंग की पुष्टि करना,intermediate,action,family-booking,"dialogue-032,dialogue-033"
trv-132,Travel & customs,confirm hotel reservation,होटल आरक्षण की पुष्टि करना,intermediate,action,family-booking,dialogue-078
trv-133,Travel & customs,expired boarding pass,समाप्त बोर्डिंग पास,intermediate,term,family-document,
trv-134,Travel & customs,flight booking cancellation,उड़ान बुकिंग रद्दीकरण,intermediate,term,family-booking,"dialogue-032,dialogue-033"
trv-135,Travel & customs,flight booking change,उड़ान बुकिंग में बदलाव,intermediate,term,family-booking,"dialogue-032,dialogue-033"
trv-136,Travel & customs,flight booking confirmation,उड़ान बुकिंग की पुष्टि,intermediate,term,family-booking,"dialogue-032,dialogue-033"
trv-137,Travel & customs,flight booking date,उड़ान बुकिंग की तारीख,intermediate,term,family-booking,"dialogue-032,dialogue-033"
trv-138,Travel & customs,flight booking fee,उड़ान बुकिंग शुल्क,intermediate,term,family-booking,"dialogue-032,dialogue-033"
trv-139,Travel & customs,flight booking number,उड़ान बुकिंग संख्या,intermediate,term,family-booking,"dialogue-032,dialogue-033"
trv-140,Travel & customs,full booking payment,पूर्ण बुकिंग भुगतान,intermediate,term,family-payment,dialogue-078
trv-141,Travel & customs,hotel reservation cancellation,होटल आरक्षण रद्दीकरण,intermediate,term,family-booking,"dialogue-039,dialogue-078"
trv-142,Travel & customs,hotel reservation change,होटल आरक्षण में बदलाव,intermediate,term,family-booking,"dialogue-039,dialogue-078"
trv-143,Travel & customs,hotel reservation confirmation,होटल आरक्षण की पुष्टि,intermediate,term,family-booking,"dialogue-039,dialogue-078"
trv-144,Travel & customs,hotel reservation date,होटल आरक्षण की तारीख,intermediate,term,family-booking,"dialogue-039,dialogue-078"
trv-145,Travel & customs,hotel reservation fee,होटल आरक्षण शुल्क,intermediate,term,family-booking,"dialogue-039,dialogue-078"
trv-146,Travel & customs,hotel reservation number,होटल आरक्षण संख्या,intermediate,term,family-booking,"dialogue-039,dialogue-078"
trv-147,Travel & customs,make booking payment,बुकिंग भुगतान करना,intermediate,action,family-payment,dialogue-078
trv-148,Travel & customs,make flight booking,उड़ान बुकिंग करना,intermediate,action,family-booking,
trv-149,Travel & customs,make hotel reservation,होटल आरक्षण करना,intermediate,action,family-booking,dialogue-078
trv-150,Travel & customs,missing boarding pass,लापता बोर्डिंग पास,intermediate,term,family-document,
trv-151,Travel & customs,online flight booking,ऑनलाइन उड़ान बुकिंग,intermediate,term,family-booking,
trv-152,Travel & customs,online hotel reservation,ऑनलाइन होटल आरक्षण,intermediate,term,family-booking,
trv-153,Travel & customs,original boarding pass,मूल बोर्डिंग पास,intermediate,term,family-document,
trv-154,Travel & customs,overdue booking payment,अतिदेय बुकिंग भुगतान,intermediate,term,family-payment,
trv-155,Travel & customs,partial booking payment,आंशिक बुकिंग भुगतान,intermediate,term,family-payment,
trv-156,Travel & customs,provide boarding pass,बोर्डिंग पास प्रदान करना,intermediate,action,family-document,
trv-157,Travel & customs,recurring booking payment,नियमित बुकिंग भुगतान,intermediate,term,family-payment,
trv-158,Travel & customs,refund booking payment,बुकिंग भुगतान वापस करना,intermediate,action,family-payment,dialogue-078
trv-159,Travel & customs,supporting boarding pass,सहायक बोर्डिंग पास,intermediate,term,family-document,
trv-160,Travel & customs,travel insurance claim,यात्रा बीमा दावा,intermediate,term,family-claim,
trv-161,Travel & customs,upload boarding pass,बोर्डिंग पास अपलोड करना,intermediate,action,family-document,
trv-162,Travel & customs,valid boarding pass,वैध बोर्डिंग पास,intermediate,term,family-document,
trv-163,Travel & customs,verify boarding pass,बोर्डिंग पास सत्यापित करना,intermediate,action,family-document,
trv-164,Travel & customs,approved travel insurance claim,स्वीकृत यात्रा बीमा दावा,intermediate,term,family-claim,
trv-165,Travel & customs,assess travel insurance claim,यात्रा बीमा दावा का आकलन करना,intermediate,action,family-claim,
trv-166,Travel & customs,booking payment due date,बुकिंग भुगतान की नियत तारीख,intermediate,term,family-payment,dialogue-078
trv-167,Travel & customs,copy of boarding pass,बोर्डिंग पास की प्रति,intermediate,term,family-document,
trv-168,Travel & customs,lodge travel insurance claim,यात्रा बीमा दावा दर्ज करना,intermediate,action,family-claim,
trv-169,Travel & customs,online travel insurance claim,ऑनलाइन यात्रा बीमा दावा,intermediate,term,family-claim,
trv-170,Travel & customs,rejected travel insurance claim,अस्वीकृत यात्रा बीमा दावा,intermediate,term,family-claim,
fam-001,Family & registration,adoption,गोद लेना,foundation,term,curated-direct,
fam-002,Family & registration,birth,जन्म,foundation,term,curated-direct,dialogue-049
fam-003,Family & registration,child,बच्चा,foundation,term,curated-direct,
fam-004,Family & registration,divorced,तलाकशुदा,foundation,status,curated-direct,
fam-005,Family & registration,family,परिवार,foundation,term,curated-direct,dialogue-049
fam-006,Family & registration,father,पिता,foundation,term,curated-direct,dialogue-049
fam-007,Family & registration,guardian,अभिभावक,foundation,term,curated-direct,
fam-008,Family & registration,husband,पति,foundation,term,curated-direct,
fam-009,Family & registration,marriage,विवाह,foundation,term,curated-direct,"dialogue-047,dialogue-049"
fam-010,Family & registration,married,विवाहित,foundation,status,curated-direct,"dialogue-047,dialogue-049"
fam-011,Family & registration,mother,माता,foundation,term,curated-direct,dialogue-049
fam-012,Family & registration,parent,अभिभावक,foundation,term,curated-direct,
fam-013,Family & registration,partner,साथी,foundation,term,curated-direct,
fam-014,Family & registration,registrar,पंजीयक,foundation,term,curated-direct,
fam-015,Family & registration,relative,रिश्तेदार,foundation,term,curated-direct,dialogue-049
fam-016,Family & registration,separated,अलग रह रहा,foundation,status,curated-direct,
fam-017,Family & registration,single,अविवाहित,foundation,status,curated-direct,
fam-018,Family & registration,spouse,जीवनसाथी,foundation,term,curated-direct,
fam-019,Family & registration,widowed,विधवा या विधुर,foundation,status,curated-direct,
fam-020,Family & registration,wife,पत्नी,foundation,term,curated-direct,
fam-021,Family & registration,adoption order,गोद लेने का आदेश,intermediate,term,curated-direct,
fam-022,Family & registration,birth registration,जन्म पंजीकरण,foundation,term,curated-direct,dialogue-049
fam-023,Family & registration,custody arrangement,अभिरक्षा व्यवस्था,intermediate,term,curated-direct,
fam-024,Family & registration,death certificate,मृत्यु प्रमाणपत्र,foundation,term,curated-direct,dialogue-049
fam-025,Family & registration,death registration,मृत्यु पंजीकरण,foundation,term,curated-direct,dialogue-049
fam-026,Family & registration,dependant child,आश्रित बच्चा,intermediate,term,curated-direct,
fam-027,Family & registration,emergency accommodation,आपातकालीन आवास,foundation,term,curated-direct,
fam-028,Family & registration,family dispute,पारिवारिक विवाद,foundation,term,curated-direct,
fam-029,Family & registration,family mediation,पारिवारिक मध्यस्थता,intermediate,term,curated-direct,
fam-030,Family & registration,marital status,वैवाहिक स्थिति,foundation,term,curated-direct,
fam-031,Family & registration,marriage bureau,विवाह परिचय केंद्र,foundation,term,curated-direct,dialogue-047
fam-032,Family & registration,marriage celebrant,विवाह संपन्न कराने वाला,intermediate,term,curated-direct,
fam-033,Family & registration,marriage certificate,विवाह प्रमाणपत्र,foundation,term,curated-direct,dialogue-049
fam-034,Family & registration,marriage registration,विवाह पंजीकरण,foundation,term,curated-direct,dialogue-049
fam-035,Family & registration,matchmaking service,विवाह मिलान सेवा,foundation,term,curated-direct,
fam-036,Family & registration,parenting order,अभिभावक आदेश,intermediate,term,curated-direct,
fam-037,Family & registration,personal profile,व्यक्तिगत परिचय,foundation,term,curated-direct,
fam-038,Family & registration,registered name,पंजीकृत नाम,foundation,term,curated-direct,
fam-039,Family & registration,registry office,पंजीकरण कार्यालय,foundation,term,curated-direct,
fam-040,Family & registration,relationship counselling,संबंध परामर्श,foundation,term,curated-direct,
fam-041,Family & registration,safety plan,सुरक्षा योजना,foundation,term,curated-direct,
fam-042,Family & registration,wedding ceremony,विवाह समारोह,foundation,term,curated-direct,dialogue-049
fam-043,Family & registration,change of name,नाम परिवर्तन,foundation,term,curated-direct,
fam-044,Family & registration,de facto relationship,वास्तविक सहजीवी संबंध,intermediate,term,curated-direct,
fam-045,Family & registration,name change certificate,नाम परिवर्तन प्रमाणपत्र,intermediate,term,curated-direct,
fam-046,Family & registration,next of kin,निकट संबंधी,foundation,term,curated-direct,
fam-047,Family & registration,proof of relationship,संबंध का प्रमाण,foundation,term,curated-direct,
fam-048,Family & registration,register a marriage,विवाह पंजीकृत करना,foundation,action,curated-direct,dialogue-049
fam-049,Family & registration,request family support,पारिवारिक सहायता माँगना,foundation,action,curated-direct,
fam-050,Family & registration,apply for a certificate,प्रमाणपत्र के लिए आवेदन करना,foundation,action,curated-direct,dialogue-049
fam-051,Family & registration,change a registered name,पंजीकृत नाम बदलना,intermediate,action,curated-direct,
fam-052,Family & registration,notice of intended marriage,विवाह के इरादे की सूचना,advanced,term,curated-direct,dialogue-049
fam-053,Family & registration,executor,वसीयत निष्पादक,intermediate,term,curated-supplemental,
fam-054,Family & registration,genealogy,वंशावली,intermediate,term,curated-supplemental,
fam-055,Family & registration,probate,वसीयत प्रमाणीकरण,intermediate,term,curated-supplemental,
fam-056,Family & registration,adoption agency,गोद लेने की संस्था,intermediate,term,curated-supplemental,
fam-057,Family & registration,adoptive parent,गोद लेने वाला अभिभावक,intermediate,term,curated-supplemental,
fam-058,Family & registration,birth parent,जन्मदाता अभिभावक,intermediate,term,curated-supplemental,
fam-059,Family & registration,child protection,बाल संरक्षण,intermediate,term,curated-supplemental,
fam-060,Family & registration,child welfare,बाल कल्याण,intermediate,term,curated-supplemental,
fam-061,Family & registration,contact visit,मुलाकात यात्रा,intermediate,term,curated-supplemental,
fam-062,Family & registration,death notification,मृत्यु सूचना,intermediate,term,curated-supplemental,
fam-063,Family & registration,divorce application,तलाक आवेदन,intermediate,term,curated-supplemental,
fam-064,Family & registration,divorce order,तलाक आदेश,intermediate,term,curated-supplemental,
fam-065,Family & registration,DNA test,डीएनए जाँच,intermediate,term,curated-supplemental,
fam-066,Family & registration,family carer,पारिवारिक देखभालकर्ता,intermediate,term,curated-supplemental,
fam-067,Family & registration,family court,परिवार अदालत,intermediate,term,curated-supplemental,
fam-068,Family & registration,family home,पारिवारिक घर,intermediate,term,curated-supplemental,
fam-069,Family & registration,foster parent,पालक माता पिता,intermediate,term,curated-supplemental,
fam-070,Family & registration,funeral director,अंतिम संस्कार संचालक,intermediate,term,curated-supplemental,
fam-071,Family & registration,guardianship tribunal,अभिभावकता अधिकरण,intermediate,term,curated-supplemental,
fam-072,Family & registration,household member,घर का सदस्य,intermediate,term,curated-supplemental,
fam-073,Family & registration,mandatory reporting,अनिवार्य रिपोर्टिंग,intermediate,term,curated-supplemental,
fam-074,Family & registration,parentage test,अभिभावकता जाँच,intermediate,term,curated-supplemental,
fam-075,Family & registration,parenting responsibility,पालन पोषण ज़िम्मेदारी,intermediate,term,curated-supplemental,
fam-076,Family & registration,property settlement,संपत्ति निपटान,intermediate,term,curated-supplemental,
fam-077,Family & registration,relationship breakdown,संबंध टूटना,intermediate,term,curated-supplemental,
fam-078,Family & registration,respite service,अल्पकालिक राहत सेवा,intermediate,term,curated-supplemental,
fam-079,Family & registration,separation date,अलगाव तिथि,intermediate,term,curated-supplemental,
fam-080,Family & registration,shared care,साझा देखभाल,intermediate,term,curated-supplemental,
fam-081,Family & registration,sole parent,एकल अभिभावक,intermediate,term,curated-supplemental,
fam-082,Family & registration,spousal maintenance,जीवनसाथी भरण पोषण,intermediate,term,curated-supplemental,
fam-083,Family & registration,supervised contact,निगरानी में मुलाकात,intermediate,term,curated-supplemental,
fam-084,Family & registration,advance care directive,अग्रिम देखभाल निर्देश,intermediate,term,curated-supplemental,
fam-085,Family & registration,aged parent care,वृद्ध माता पिता की देखभाल,intermediate,term,curated-supplemental,
fam-086,Family & registration,child custody arrangement,बाल अभिरक्षा व्यवस्था,intermediate,term,curated-supplemental,
fam-087,Family & registration,burial,दफ़न,intermediate,term,curated-supplemental,
fam-088,Family & registration,childcare,बाल देखभाल,intermediate,term,curated-supplemental,
fam-089,Family & registration,cremation,दाह संस्कार,intermediate,term,curated-supplemental,
fam-090,Family & registration,divorce,तलाक,intermediate,term,curated-supplemental,
fam-091,Family & registration,estate,संपत्ति,intermediate,term,curated-supplemental,
fam-092,Family & registration,guardianship,अभिभावकता,intermediate,term,curated-supplemental,
fam-093,Family & registration,inheritance,विरासत,intermediate,term,curated-supplemental,
fam-094,Family & registration,newborn,नवजात,intermediate,term,curated-supplemental,
fam-095,Family & registration,pregnancy,गर्भावस्था,intermediate,term,curated-supplemental,
fam-096,Family & registration,separation,अलगाव,intermediate,term,curated-supplemental,
fam-097,Family & registration,surname,उपनाम,intermediate,term,curated-supplemental,
fam-098,Family & registration,bereavement support,शोक सहायता,intermediate,term,curated-supplemental,
fam-099,Family & registration,consent form,सहमति पत्र,intermediate,term,curated-supplemental,
fam-100,Family & registration,elderly parent,वृद्ध माता पिता,intermediate,term,curated-supplemental,
fam-101,Family & registration,family counselling,पारिवारिक परामर्श,intermediate,term,curated-supplemental,
fam-102,Family & registration,family reunion,परिवार पुनर्मिलन,intermediate,term,curated-supplemental,
fam-103,Family & registration,foster care,पालक देखभाल,intermediate,term,curated-supplemental,
fam-104,Family & registration,funeral service,अंतिम संस्कार सेवा,intermediate,term,curated-supplemental,
fam-105,Family & registration,immunisation record,टीकाकरण अभिलेख,intermediate,term,curated-supplemental,
fam-106,Family & registration,kinship care,रिश्तेदारी देखभाल,intermediate,term,curated-supplemental,
fam-107,Family & registration,legal name,कानूनी नाम,intermediate,term,curated-supplemental,
fam-108,Family & registration,maternity leave,मातृत्व अवकाश,intermediate,term,curated-supplemental,
fam-109,Family & registration,name change,नाम परिवर्तन,intermediate,term,curated-supplemental,
fam-110,Family & registration,parenting plan,पालन पोषण योजना,intermediate,term,curated-supplemental,
fam-111,Family & registration,paternity leave,पितृत्व अवकाश,intermediate,term,curated-supplemental,
fam-112,Family & registration,relationship certificate,संबंध प्रमाणपत्र,intermediate,term,curated-supplemental,
fam-113,Family & registration,power of attorney,मुख्तारनामा,intermediate,term,curated-supplemental,
fam-114,Family & registration,attach birth certificate,जन्म प्रमाणपत्र संलग्न करना,intermediate,action,family-document,
fam-115,Family & registration,attach marriage certificate,विवाह प्रमाणपत्र संलग्न करना,intermediate,action,family-document,
fam-116,Family & registration,birth certificate checklist,जन्म प्रमाणपत्र जाँच सूची,intermediate,term,family-document,dialogue-049
fam-117,Family & registration,birth certificate verification,जन्म प्रमाणपत्र का सत्यापन,intermediate,term,family-document,dialogue-049
fam-118,Family & registration,birth registration certificate,जन्म पंजीकरण प्रमाणपत्र,intermediate,term,family-registration,dialogue-049
fam-119,Family & registration,birth registration date,जन्म पंजीकरण की तारीख,intermediate,term,family-registration,dialogue-049
fam-120,Family & registration,birth registration fee,जन्म पंजीकरण शुल्क,intermediate,term,family-registration,dialogue-049
fam-121,Family & registration,birth registration form,जन्म पंजीकरण पत्र,intermediate,term,family-registration,dialogue-049
fam-122,Family & registration,birth registration number,जन्म पंजीकरण संख्या,intermediate,term,family-registration,dialogue-049
fam-123,Family & registration,birth registration renewal,जन्म पंजीकरण का नवीनीकरण,intermediate,term,family-registration,dialogue-049
fam-124,Family & registration,cancel birth registration,जन्म पंजीकरण रद्द करना,intermediate,action,family-registration,
fam-125,Family & registration,cancel marriage registration,विवाह पंजीकरण रद्द करना,intermediate,action,family-registration,
fam-126,Family & registration,certified birth certificate,प्रमाणित जन्म प्रमाणपत्र,intermediate,term,family-document,
fam-127,Family & registration,certified marriage certificate,प्रमाणित विवाह प्रमाणपत्र,intermediate,term,family-document,
fam-128,Family & registration,expired birth certificate,समाप्त जन्म प्रमाणपत्र,intermediate,term,family-document,
fam-129,Family & registration,expired marriage certificate,समाप्त विवाह प्रमाणपत्र,intermediate,term,family-document,
fam-130,Family & registration,marriage certificate checklist,विवाह प्रमाणपत्र जाँच सूची,intermediate,term,family-document,dialogue-049
fam-131,Family & registration,marriage certificate verification,विवाह प्रमाणपत्र का सत्यापन,intermediate,term,family-document,dialogue-049
fam-132,Family & registration,marriage registration certificate,विवाह पंजीकरण प्रमाणपत्र,intermediate,term,family-registration,dialogue-049
fam-133,Family & registration,marriage registration date,विवाह पंजीकरण की तारीख,intermediate,term,family-registration,dialogue-049
fam-134,Family & registration,marriage registration fee,विवाह पंजीकरण शुल्क,intermediate,term,family-registration,dialogue-049
fam-135,Family & registration,marriage registration form,विवाह पंजीकरण पत्र,intermediate,term,family-registration,dialogue-049
fam-136,Family & registration,marriage registration number,विवाह पंजीकरण संख्या,intermediate,term,family-registration,dialogue-049
fam-137,Family & registration,marriage registration renewal,विवाह पंजीकरण का नवीनीकरण,intermediate,term,family-registration,dialogue-049
fam-138,Family & registration,missing birth certificate,लापता जन्म प्रमाणपत्र,intermediate,term,family-document,
fam-139,Family & registration,missing marriage certificate,लापता विवाह प्रमाणपत्र,intermediate,term,family-document,
fam-140,Family & registration,online birth registration,ऑनलाइन जन्म पंजीकरण,intermediate,term,family-registration,
fam-141,Family & registration,online marriage registration,ऑनलाइन विवाह पंजीकरण,intermediate,term,family-registration,
fam-142,Family & registration,original birth certificate,मूल जन्म प्रमाणपत्र,intermediate,term,family-document,
fam-143,Family & registration,original marriage certificate,मूल विवाह प्रमाणपत्र,intermediate,term,family-document,
fam-144,Family & registration,provide birth certificate,जन्म प्रमाणपत्र प्रदान करना,intermediate,action,family-document,
fam-145,Family & registration,provide marriage certificate,विवाह प्रमाणपत्र प्रदान करना,intermediate,action,family-document,
fam-146,Family & registration,renew birth registration,जन्म पंजीकरण का नवीनीकरण करना,intermediate,action,family-registration,
fam-147,Family & registration,renew marriage registration,विवाह पंजीकरण का नवीनीकरण करना,intermediate,action,family-registration,
fam-148,Family & registration,supporting birth certificate,सहायक जन्म प्रमाणपत्र,intermediate,term,family-document,
fam-149,Family & registration,supporting marriage certificate,सहायक विवाह प्रमाणपत्र,intermediate,term,family-document,
fam-150,Family & registration,update birth registration,जन्म पंजीकरण अद्यतन करना,intermediate,action,family-registration,
fam-151,Family & registration,update marriage registration,विवाह पंजीकरण अद्यतन करना,intermediate,action,family-registration,
fam-152,Family & registration,upload birth certificate,जन्म प्रमाणपत्र अपलोड करना,intermediate,action,family-document,
fam-153,Family & registration,upload marriage certificate,विवाह प्रमाणपत्र अपलोड करना,intermediate,action,family-document,
fam-154,Family & registration,valid birth certificate,वैध जन्म प्रमाणपत्र,intermediate,term,family-document,
fam-155,Family & registration,valid marriage certificate,वैध विवाह प्रमाणपत्र,intermediate,term,family-document,
fam-156,Family & registration,verify birth certificate,जन्म प्रमाणपत्र सत्यापित करना,intermediate,action,family-document,
fam-157,Family & registration,verify marriage certificate,विवाह प्रमाणपत्र सत्यापित करना,intermediate,action,family-document,
fam-158,Family & registration,birth registration expiry date,जन्म पंजीकरण की समाप्ति तिथि,intermediate,term,family-registration,dialogue-049
fam-159,Family & registration,copy of birth certificate,जन्म प्रमाणपत्र की प्रति,intermediate,term,family-document,
fam-160,Family & registration,copy of marriage certificate,विवाह प्रमाणपत्र की प्रति,intermediate,term,family-document,
fam-161,Family & registration,marriage registration expiry date,विवाह पंजीकरण की समाप्ति तिथि,intermediate,term,family-registration,dialogue-049
fam-162,Family & registration,family support service,पारिवारिक सहायता सेवा,intermediate,term,family-service,
fam-163,Family & registration,access family support service,पारिवारिक सहायता सेवा प्राप्त करना,intermediate,action,family-service,
fam-164,Family & registration,contact family support service,पारिवारिक सहायता सेवा से संपर्क करना,intermediate,action,family-service,
fam-165,Family & registration,family support service access,पारिवारिक सहायता सेवा तक पहुँच,intermediate,term,family-service,
fam-166,Family & registration,family support service application,पारिवारिक सहायता सेवा आवेदन,intermediate,term,family-service,
fam-167,Family & registration,family support service appointment,पारिवारिक सहायता सेवा की अपॉइंटमेंट,intermediate,term,family-service,
fam-168,Family & registration,family support service centre,पारिवारिक सहायता सेवा केंद्र,intermediate,term,family-service,
fam-169,Family & registration,family support service eligibility,पारिवारिक सहायता सेवा की पात्रता,intermediate,term,family-service,
fam-170,Family & registration,family support service information,पारिवारिक सहायता सेवा की जानकारी,intermediate,term,family-service,
uti-001,Utilities,concession,रियायत,foundation,term,curated-direct,
uti-002,Utilities,connection,कनेक्शन,foundation,term,curated-direct,
uti-003,Utilities,disconnection,कनेक्शन काटना,foundation,term,curated-direct,
uti-004,Utilities,distributor,वितरक,intermediate,term,curated-direct,
uti-005,Utilities,fault,खराबी,foundation,term,curated-direct,
uti-006,Utilities,gas,गैस,foundation,term,curated-direct,
uti-007,Utilities,internet,इंटरनेट,foundation,term,curated-direct,
uti-008,Utilities,meter,मीटर,foundation,term,curated-direct,
uti-009,Utilities,reconnection,दोबारा कनेक्शन,foundation,term,curated-direct,
uti-010,Utilities,tariff,शुल्क दर,intermediate,term,curated-direct,
uti-011,Utilities,usage,उपयोग,foundation,term,curated-direct,
uti-012,Utilities,utility,उपयोगिता सेवा,foundation,term,curated-direct,dialogue-073
uti-013,Utilities,water,पानी,foundation,term,curated-direct,
uti-014,Utilities,actual reading,वास्तविक रीडिंग,foundation,term,curated-direct,
uti-015,Utilities,bill amount,बिल राशि,foundation,term,curated-direct,dialogue-085
uti-016,Utilities,bill dispute,बिल विवाद,foundation,term,curated-direct,
uti-017,Utilities,billing error,बिल की गलती,foundation,term,curated-direct,
uti-018,Utilities,billing period,बिल की अवधि,foundation,term,curated-direct,
uti-019,Utilities,electricity bill,बिजली बिल,foundation,term,curated-direct,dialogue-085
uti-020,Utilities,emergency repair,आपातकालीन मरम्मत,foundation,term,curated-direct,
uti-021,Utilities,energy efficiency,ऊर्जा दक्षता,intermediate,term,curated-direct,
uti-022,Utilities,energy rebate,ऊर्जा छूट,foundation,term,curated-direct,
uti-023,Utilities,energy retailer,ऊर्जा विक्रेता,intermediate,term,curated-direct,
uti-024,Utilities,estimated reading,अनुमानित रीडिंग,foundation,term,curated-direct,
uti-025,Utilities,feed-in tariff,ग्रिड में बिजली देने की दर,advanced,term,curated-direct,
uti-026,Utilities,gas bill,गैस बिल,foundation,term,curated-direct,"dialogue-073,dialogue-085"
uti-027,Utilities,gas leak,गैस रिसाव,foundation,term,curated-direct,
uti-028,Utilities,instalment plan,किस्त योजना,foundation,term,curated-direct,
uti-029,Utilities,internet bill,इंटरनेट बिल,foundation,term,curated-direct,
uti-030,Utilities,meter number,मीटर संख्या,foundation,term,curated-direct,
uti-031,Utilities,meter reading,मीटर रीडिंग,foundation,term,curated-direct,
uti-032,Utilities,move-in connection,प्रवेश कनेक्शन,intermediate,term,curated-direct,
uti-033,Utilities,move-out notice,स्थान छोड़ने की सूचना,foundation,term,curated-direct,
uti-034,Utilities,new connection,नया कनेक्शन,foundation,term,curated-direct,
uti-035,Utilities,off-peak rate,कम उपयोग समय दर,intermediate,term,curated-direct,
uti-036,Utilities,overdue account,बकाया खाता,foundation,term,curated-direct,
uti-037,Utilities,payment reminder,भुगतान अनुस्मारक,foundation,term,curated-direct,
uti-038,Utilities,peak rate,अधिकतम समय दर,intermediate,term,curated-direct,
uti-039,Utilities,planned outage,योजनाबद्ध बिजली कटौती,intermediate,term,curated-direct,
uti-040,Utilities,power outage,बिजली बंद होना,foundation,term,curated-direct,
uti-041,Utilities,service address,सेवा का पता,foundation,term,curated-direct,dialogue-073
uti-042,Utilities,smart meter,स्मार्ट मीटर,foundation,term,curated-direct,
uti-043,Utilities,solar panel,सौर पैनल,foundation,term,curated-direct,
uti-044,Utilities,supply charge,आपूर्ति शुल्क,foundation,term,curated-direct,
uti-045,Utilities,telephone service,टेलीफ़ोन सेवा,foundation,term,curated-direct,
uti-046,Utilities,unplanned outage,अचानक बिजली कटौती,intermediate,term,curated-direct,
uti-047,Utilities,usage charge,उपयोग शुल्क,foundation,term,curated-direct,
uti-048,Utilities,utility provider,उपयोगिता प्रदाता,foundation,term,curated-direct,
uti-049,Utilities,water bill,पानी का बिल,foundation,term,curated-direct,
uti-050,Utilities,contact the provider,प्रदाता से संपर्क करना,foundation,action,curated-direct,
