dialogue_id,dialogue_title,segment_number,segment_id,direction,source,sample_answer,short_notes,note_skill,meaning_checklist,content_status
dialogue-067,Scorpion Bite,5,dialogue-067-s05,English to Hindi,Oh my God! I've heard that scorpions' stings are very dangerous and can even cause paralysis or death in some cases.,हेय भगवान! मैंने सुना है की बिच्छुओन का दन्क बहुत खतरनाक होता है और कुछ मामलोन में तो लकव या मौत भी हो सकती है.,Oh God | I've heard scorpions stings,Capture who + action + key detail; avoid full sentences.,Oh God | I've heard scorpions stings,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-067,Scorpion Bite,6,dialogue-067-s06,Hindi to English,यह तो भग्वान की क्रिप से मैं बच गई. मेरे रक्षात्मक कप्दो ने मुझे बचा लिया. उस बिचू का दन्क कोई ज़्याद चम्र्हि के अन्दर नहीं गया.,It was by God's grace that I survived. My protective clothing saved me. That scorpion bite did not go too deep into the flesh.,God's grace survived | protective clothing saved me | scorpion bite go deep,Mark NOT or × clearly.,God's grace survived | protective clothing saved me | scorpion bite go deep,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-067,Scorpion Bite,7,dialogue-067-s07,English to Hindi,Where exactly did it bite you?,उसने तुम्हेइन कहाँ पे कात?,exactly bite?,Add ? for the question or request.,exactly bite?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-067,Scorpion Bite,8,dialogue-067-s08,Hindi to English,उसने मुझे मेरी पिन्द्लि पर कात जिस के कारण मेरी आखोन के साम्ने अन्धेर आ गया. मैं बहुत घब्रा गई थी और उसके बाद मैं बेहोश हो गई.,It bit me on my calf because of which I blacked out. I got very nervous and then I fainted.,bit me calf | blacked | got nervous fainted,Capture who + action + key detail; avoid full sentences.,bit me calf | blacked | got nervous fainted,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-067,Scorpion Bite,9,dialogue-067-s09,English to Hindi,Did you get any medical attention right away? How are you feeling now? These insects are very venomous. You must consult a doctor in order to get further advice.,क्या तुरंत ही कोई मेदिकल सयाह्त लि थी? तुम अब कैस मेह्सूस कर रही हो? यह कीर्हे मकौर्हे बहुत ही ज़ेह्रीले होते हैं. तुम्हे किसी चिकित्सक के पास जान चाहिए आगे सलाह लेने के लिए.,get med attention right? | feeling? | insects venomous | consult Dr order get,Mark conditions and obligation words; Add ? for the question or request.,get med attention right? | feeling? | insects venomous | consult Dr order get,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-067,Scorpion Bite,10,dialogue-067-s10,Hindi to English,"हाँ शरोन, मुझे तुरंत ही उथ कर चिकित्शाल्य ले जाय गया था एक अम्बुलन्के के द्वार त क ज़ेहेर न फ़ेल सके. मेरी पिन्दि अभी भी सूजि हुई है.","Yes Pooja, I was picked up and straightaway taken to a hospital by an ambulance so that the venom doesn't spread. My calf is still swollen.",Yes Pooja picked hosp | calf still swollen,Write names and identifiers exactly.,Yes Pooja picked hosp | calf still swollen,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-067,Scorpion Bite,11,dialogue-067-s11,English to Hindi,"Please take care of yourself. I'll come to see you soon, probably today. If you need anything, please let me know immediately.","कृपया अप्न ख्याल रखना. मैं तुम्हेइन जल्द ही मिल्ने आउन्गि, शायद आज ही. अगर तुम्हेइन कुछ चाहिए होगा, तो मुझे तुरंत ही बतान.",take care | I'll come see soon | need let me know,Mark conditions and obligation words.,take care | I'll come see soon | need let me know,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-068,Sickness Allowance,1,dialogue-068-s01,English to Hindi,"Department of Human Services, this is Maria here. How can I help you?",मैं मरिअ बात कर रही हूँ मनव सेवायेइन विभाग से. मैं आपकी कैसे सहायता कर सकती हूँ?,dept Human svcs Maria | help?,Add ? for the question or request; Write names and identifiers exactly.,dept Human svcs Maria | help?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-068,Sickness Allowance,2,dialogue-068-s02,Hindi to English,"नमस्ते मेरा नाम सुख्लीन है और मुझे मेरी मित्र ने बताय क क्योंकि मैं अब काम नहीं कर सकती, क्योंकि मेरा तक्न जो निकल गया है, तो मैं कुछ वित्तिय सहायता हासिल कर सकती हूँ. क्या यह सही है?","Good morning. My name is Sukhleen and my friend told me that if I cannot work now, as I have dislocated my ankle, I can get some financial help. Is this correct?",greeting | name Sukhleen friend told | correct?,Mark NOT or × clearly; Mark conditions and obligation words.,greeting | name Sukhleen friend told | correct?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-068,Sickness Allowance,3,dialogue-068-s03,English to Hindi,"Yes, she is absolutely right. So, you are eligible for sickness allowance.","जी, वह बिल्कुल सही हैं. तो आप बिमारि भत्ते के लिए योज्ञ हैं.",Yes absolutely right | eligible sickness allowance,Mark conditions and obligation words.,Yes absolutely right | eligible sickness allowance,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-068,Sickness Allowance,4,dialogue-068-s04,Hindi to English,"ठीक है, इस बिमारि भत्ते का क्या मत्लब हुआ?","Ok, what does this sickness allowance mean?",Ok sickness allowance mean?,Add ? for the question or request.,Ok sickness allowance mean?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-068,Sickness Allowance,5,dialogue-068-s05,English to Hindi,"So, this is an income support payment if you can't work or study for a while because of illness, disability or injury. There are, however; some requirements that you need to fulfill.","तो यह एक आम्दन के सहारे का भुगतान है अगर आप कुछ समय के लिए काम या पर्हायि नहीं कर सकते किसी बिमारि, विक्लान्ग्त एवम चोत के कारण. हालान्कि, कुछ आवश्यकतेन हैं जिन्हेन आपको पूर करना होगा.",income support pay can't | illness disability injury | however | reqs need fulfill,Mark NOT or × clearly; Mark conditions and obligation words.,income support pay can't | illness disability injury | however | reqs need fulfill,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-068,Sickness Allowance,6,dialogue-068-s06,Hindi to English,"जी हाँ, इसी की वजह से चिकित्सक जी ने मुझे ज़्यादा चल्ने फ़िर्ने से पर्हेज़ रख्ने के लिए कहा है और मैं ना तो महविद्यालय जाति हूँ और न ही काम पर. इस्से पाने के लियेमुझे क्या करना होगा?","Yes, it is because of this that the doctor advised me against walking much and I neither go to college nor to work. What do I need to do to avail this?",Yes | Dr advised me walking | need avail?,Mark conditions and obligation words; Add ? for the question or request.,Yes | Dr advised me walking | need avail?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-068,Sickness Allowance,7,dialogue-068-s07,English to Hindi,"So, the basics include that you should be at least 22 years old but under pension age, in a job or a full-time student, under the income and assets test limit.","तो, इस की मूल ज़रूर्तेइन हैं क आप कम से कम 22 वर्श के होन पर बुधाप पेंशन की उमर से कम होन, काम कर रहे होन या पूर्न्कालि विद्यार्थि होन, तथ आम्दन व सम्पाति परीक्षन के अधीन होन.",basics 22 job time,"Write numbers, dates and times exactly; Mark conditions and obligation words.",basics 22 job time,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-068,Sickness Allowance,8,dialogue-068-s08,Hindi to English,ठीक है. तो मुझे कितना भुगतान मिलेगा?,Ok. Well how much would I get paid?,Ok | Well get paid?,Add ? for the question or request.,Ok | Well get paid?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-068,Sickness Allowance,9,dialogue-068-s09,English to Hindi,"If you are single with no children, you get $555.70, if you are single with dependent children, you get $60I.50, if you are partnered you get $50I.70 fortnightly.","अगर आप अकेलि हैं बिन किसे बच्चे के तो आपको $555.70 मिलेन्गे, अगर आप अकेलि हैं और आप पर पर निर्भर आपके बच्चे भी हैं तो आपको $60I.50 मिलेन्गे, अगर आपके कोई साथि हैं तो आपको $50I.70 मिलेन्गे हर पन्द्रह दिन बाद.",$555.70 $60 50 $50,"Write numbers, dates and times exactly; Mark NOT or × clearly.",$555.70 $60 50 $50,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-068,Sickness Allowance,10,dialogue-068-s10,Hindi to English,खैर मैं विवाहित नहीं हूँ और क्या इसका आवेदन क्र्ने के लिए दफ़्तर आना पर्हेग?,Well I am not married and do I need to come to the office to submit an application?,Well married need appl?,Mark NOT or × clearly; Mark conditions and obligation words.,Well married need appl?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-068,Sickness Allowance,11,dialogue-068-s11,English to Hindi,"No, not at all. You can apply it online as well but make sure the information that you enter has to be authentic.",नहीं बिल्कुल नहीं. आप ओन्लिने भी आवेदन दे सकती हैं पर यह निश्चित कर्लेइन क जो भी जानकारी आप भर रही हैं वह सही हो.,not all | apply online well make,Mark NOT or × clearly.,not all | apply online well make,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-068,Sickness Allowance,12,dialogue-068-s12,Hindi to English,सुख्लीन (H) जानरि के लिए धन्यवाद. आपका दिन शुअभ रहे!,Thanks for the information. Have a great day!,info | great day?,Capture who + action + key detail; avoid full sentences.,info | great day?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-069,Stiff Neck,1,dialogue-069-s01,English to Hindi,"Hello, Mrs Kavita. Nice to see you again. Before we get started. I'd like to introduce you to Sally. She is a medical student from the University of Melbourne. Do you mind if she observes our session today?","नमस्ते, म्र्स कवित. दोबर आपको देख कर खुशी होयि. शुरू करने से पहले मैं आपको साल्य से परेचेय कर्वन चाहती हूँ. यह एक उनिवेर्सित्य ओफ़ मेल्बोउर्ने से मेदिकल की चत्र है. क्या आपको आपति तो नहीं होघि अगर वह हमर सेस्सिओन आज लगये गेह.",Hello Mrs Kavita | Nice see | Before get started | I'd like introduce Sally | med student uni Melbourne,Mark conditions and obligation words; Add ? for the question or request.,Hello Mrs Kavita | Nice see | Before get started | I'd like introduce Sally,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-069,Stiff Neck,2,dialogue-069-s02,Hindi to English,कोई बात नहीं.,No worries.,worries,Mark NOT or × clearly.,worries,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-069,Stiff Neck,3,dialogue-069-s03,English to Hindi,Great! How can I help you today?,बहुत बदिय! मैं आपकी आज कैसे सहायता कर सकता हूँ.,Great | help?,Add ? for the question or request.,Great | help?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-069,Stiff Neck,4,dialogue-069-s04,Hindi to English,"वास्तव मैं, मेरी गर्दन अकध गई है. पर्सो एक हेर्बल बन्द( पत्त) लिया था स्थनिक दवयो की दुकान से, परेन्तु कुछ फ़र्क नहीं पध. मुझे गर्दन मैं बहुत दर्द है.","Actually, my neck has gone stiff. Day before yesterday, I bought a herbal band from a local medicine shop but. I have a lot of pain in my neck.",Actually neck gone stiff | Day before yesterday med | lot pain neck,Capture who + action + key detail; avoid full sentences.,Actually neck gone stiff | Day before yesterday med | lot pain neck,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-069,Stiff Neck,5,dialogue-069-s05,English to Hindi,"I see! Firstly, tell me if you can move your neck from side to side?",मैं समझि. पहले मुझे यह बतये की आप अप्नि गर्दन को एक और से दूस्रि और तक मोध सकती है.,see | side → side ?,Mark conditions and obligation words; Add ? for the question or request.,see | side → side ?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-069,Stiff Neck,6,dialogue-069-s06,Hindi to English,"जी ह मैं कर सकती हूँ, लेकिन, जब मैं अप्नि गर्दन दयि और मोध्ति हूँ तो बहुत तक्लीफ़ होती है.","Yes, I can do it but when I move my neck towards right side I feel a lot of pain.",Yes move neck towards,Capture who + action + key detail; avoid full sentences.,Yes move neck towards,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-069,Stiff Neck,7,dialogue-069-s07,English to Hindi,Have you been involved in a car accident or sustained any sort of injuries lately?,क्या हाल ही मैं आप किसी गर्हि की दुर्घत्न मैं शमिल थे यह आपको कोई चोत लघि है.,involved car accident sustained?,Add ? for the question or request.,involved car accident sustained?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-069,Stiff Neck,8,dialogue-069-s08,Hindi to English,"नहीं, बिल्कुल नहीं.","No, not at all.",not all,Mark NOT or × clearly.,not all,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-069,Stiff Neck,9,dialogue-069-s09,English to Hindi,OK! Can I ask you what you do for a living?,ठीक है. क्या मैं आपको पूछ सकती हूँ की आप अप्ने घुज़रे के लिए क्या करती है.,OK | living?,Add ? for the question or request.,OK | living?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-069,Stiff Neck,10,dialogue-069-s10,Hindi to English,मैं कोम्पुतेर मैं आन्क्र्हे प्रविश्ति का काम करती हूँ. सर दिन कोम्पुतेर के आघे बैथे रेह्ने से आब तो मेरे हथो और कमर मैं भी दरद रहता है.,"I do data entry on computers. By sitting all day in front of computers, I got a lot of pain in my hands and waist.",data entry computers | sitting day front computers,Capture who + action + key detail; avoid full sentences.,data entry computers | sitting day front computers,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-069,Stiff Neck,11,dialogue-069-s11,English to Hindi,"If you were experiencing those symptoms, you may have Repetitive Strain Injury that’s RSI. I definitely recommend you take short breaks from time to time to make sure it doesn’t get worse.",अगर आप इन लक्षनो का अनुभव कर रही थी तो आपको बार बार होने वलि मोच है जोकि RSI है. मैं आपको निश्चित तोर पर सलह दुन्घि की आप समय समय पर चुथि लेनि होगी तन्कि यह और खरब नह हो जये.,Repetitive Strain Injury RSI | time → time make sure,Mark conditions and obligation words.,Repetitive Strain Injury RSI | time → time make sure,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-069,Stiff Neck,12,dialogue-069-s12,Hindi to English,"बार बार होने वलि मोच, यह तो बहुत गम्भिर लग रही है. क्या यह कभि ठीक नहीं होगी? मुझे तो यह नौकरि भी बहुत मुश्किल से मिली थी, मैं तो चोर्ह्ने का सोच भी नहीं सकती.","Repetitive Strain injury, it seems quite serious. Can’t it be ever solved? I got this job after so many hurdles, I can’t think of leaving this job.",Repetitive Strain injury seems | ever solved? | got job hurdles think,Add ? for the question or request.,Repetitive Strain injury seems | ever solved? | got job hurdles think,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-069,Stiff Neck,13,dialogue-069-s13,English to Hindi,"It’s not very serious, but it’s something you have too careful of. It’s a very common occupational problem. Every fourth person in Australia has this problem, because of the sitting posture and excessive use of gadgets.","यह बहुत गम्भिर नहीं है, पर आप को इसके बारे मैं ध्यान रखना चाहिए. यह बहुत ही आम व्यव्सयिक परेशनि है. हर चौथे बन्धे ऑस्ट्रेलिया मैं को बैथ्ने के मुद्र और गद्गेत्स का ज्यद उप्योग करने के कारण यह समस्या है,",serious | careful | common occupational problem | Every fourth person AU | sitting posture excessive use,Mark NOT or × clearly.,serious | careful | common occupational problem | Every fourth person AU,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-069,Stiff Neck,14,dialogue-069-s14,Hindi to English,"मैं तो घर पहुन्च कर भी मोबिले को हथ नहीं लगति. अब मुझे इस दर्द से बच्ने के लिए क्या आप कोई दवा, मल्हुम यह कोई व्ययम बतये.","I don’t touch my phone even when I reach home. To avoid this pain, suggest me any medicine, ointment or any exercise.",don touch ph even | avoid pain suggest med,Capture who + action + key detail; avoid full sentences.,don touch ph even | avoid pain suggest med,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-069,Stiff Neck,15,dialogue-069-s15,English to Hindi,I recommend you try deep heat on the affected areas. It is a very effective ointment. You can also take some painkillers if the pain gets worse. Yoga will surely help you overcome this pain.,मैं आपको असर वले शेत्रे मि गरमहत देने की सलह दुन्घि. यह बहुत ही प्रभव्शलि क्रेअम है. अगर दरद और बध जत है तो आप दर्द नशक गोलिये ले सकती है. योग से यह समस्या बिल्कुल ठीक हो सकती है.,recommend try deep heat | effective ointment | take painkillers pain gets | Yoga surely help overcome,Mark conditions and obligation words.,recommend try deep heat | effective ointment | take painkillers pain gets | Yoga surely help overcome,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-069,Stiff Neck,16,dialogue-069-s16,Hindi to English,"धन्यवाद चिकित्सक सहिब, मैंने इसके बारे मैं पहले कभि नहीं सुना. मैं आज ही खरिध कर अप्ने पति से गर्दन पर मलिश कर्व लुन्घि.","Thank you doctor, I have never heard of it before. I will buy it today and have it applied on my neck by my husband.",Dr never heard before | buy applied neck husband,Mark NOT or × clearly.,Dr never heard before | buy applied neck husband,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-070,Student's Complaint,1,dialogue-070-s01,English to Hindi,"Hi Mrs. Sidhu. How's it going? I'm Brenda, Agam's head-teacher.",नमस्ते म्र्स. सिधु. कैस चै रहा है? मैं अगम की मुख्य अध्यपिक ब्रेन्द हूँ.,Hi Mrs | Sidhu | How's going? | I'm Brenda Agam's head,Add ? for the question or request.,Hi Mrs | Sidhu | How's going? | I'm Brenda Agam's head,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-070,Student's Complaint,2,dialogue-070-s02,Hindi to English,"नमस्ते, मुख्य अध्यपिक जी. क्या सभ ठीक है? अप्ने मुझे यह तुरंत आने के लिए कहा. क्या मेरा बच ठीक है?",Hello headmistress. Is everything alright? You asked me to come here urgently. Is my child alright?,Hello headmistress | everything alright? | me come urgently | child alright?,Add ? for the question or request.,Hello headmistress | everything alright? | me come urgently | child alright?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-070,Student's Complaint,3,dialogue-070-s03,English to Hindi,"Yes, he is absolutely fine. Please don't stress. Actually, we have called you as we are concerned about his behaviour in the class. His Maths teacher caught him napping during the class.","जी, वह बिल्कुल ठीक है. कृपया कर्के आप चिंता नह करे. वास्तव मैं, हम ने आपको इस लिए संपर्क किया था क्योंकि हम इसके कक्ष मैं व्यव्हार के कारण चिन्तित हैं. इसके गनित की अध्यपिक ने इस्से कक्ष मैं जप्कि लेते हुए पक्र है.",Yes absolutely fine | don't stress | Actually called concerned behaviour | Maths teacher caught napping,Capture who + action + key detail; avoid full sentences.,Yes absolutely fine | don't stress | Actually called concerned behaviour | Maths teacher caught napping,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-070,Student's Complaint,4,dialogue-070-s04,Hindi to English,यह बहुत शरम्नक है. वह घर पर भी समय पर अपने कमरे में चल जात है. यह बहुत चिंता का विशे है की वह कक्ष में क्यों सोत है.,This is very shameful. He goes to his room on time at home also. This is very concerning that why he sleeps in class.,shameful | goes room time home | concerning sleeps class,Capture who + action + key detail; avoid full sentences.,shameful | goes room time home | concerning sleeps class,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-070,Student's Complaint,5,dialogue-070-s05,English to Hindi,"Not only that Mrs. Sidhu, he's skipping the classes, he has been irregular for last two weeks. We have also seen him bullying one of the students in his class.","न सिर्फ यह म्र्स सिधु, वह अप्नि कक्ष मैं नहीं जत, वह पेच्ले दो हफ़्तो से अनियमित है. हमने उससे कक्ष मैं एक बच्चे के साथ बद्माशे करते देखा था.",Mrs | Sidhu he's skipping classes | seen bullying one students,Mark NOT or × clearly; Mark conditions and obligation words.,Mrs | Sidhu he's skipping classes | seen bullying one students,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-070,Student's Complaint,6,dialogue-070-s06,Hindi to English,वास्तव मैं यह सारि हमरि गल्ति है. हमर परिवार बहुत झन्झत में है.मेरा और उसके पिता का हाल ही में तलाक हुआ है. वह एक अच्छ पति या पिता नहीं था.,"Actually, it is all our fault. Our family is in a lot of mess. Me and his father have just recently divorced. He was not a good husband or father.",Actually fault | family lot mess | Me father recently divorced | good husband father,Mark NOT or × clearly.,Actually fault | family lot mess | Me father recently divorced | good husband father,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-070,Student's Complaint,7,dialogue-070-s07,English to Hindi,I'm sorry to hear that. How everything now? Was he ever violent to Agam?,यह सुनने के लिए मैं माफ़ि चाहता हूँ.अब सब कुछ कैस है?क्या वह कभी अगम से हिन्सक था?,I'm sorry hear | everything? | ever violent Agam?,Add ? for the question or request.,I'm sorry hear | everything? | ever violent Agam?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-070,Student's Complaint,8,dialogue-070-s08,Hindi to English,यह महीन पिछले वाले से काफ़ी बेहतर था. मेरे पति ने न केवल मुझे पीत लेकिन वह मेरे बेते के साथ मर्पीत और गाली-गलौज भी कर्त था.,"This month was a lot better than the last one. My husband not only beat me, but he also used to beat up my son and abuse him.",month lot better last | husband beat me | used beat son abuse,"Write numbers, dates and times exactly; Mark NOT or × clearly.",month lot better last | husband beat me | used beat son abuse,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-070,Student's Complaint,9,dialogue-070-s09,Hindi to English,मुझे यह भी लगता है की वह हमारे झगदे के कारण भावनात्मक रूप से व्यथित है जिस्के कारण उसके व्य्व्हार मैं बहुत परिवर्तन अय है.,"1 also think that he is emotionally distressed because of our fights, because of which there has been a huge change in his behaviour.",think emotionally distressed | fights | huge change behaviour,"Write numbers, dates and times exactly.",think emotionally distressed | fights | huge change behaviour,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-070,Student's Complaint,10,dialogue-070-s10,English to Hindi,"Yes, 1 understand. His grades have also dropped significantly in all subjects, which is a shame because he used to be at the top of his class.","जी, मैं समज सकती हूँ. सभी विशयोन में उनके ग्रेद में भी काफी गिरावत आई है जो की शरम की बात है क्योंकि वह ककश मैं पहले स्थान मैं आत था.",Yes understand | grades dropped significantly subjects | used top class,"Write numbers, dates and times exactly.",Yes understand | grades dropped significantly subjects | used top class,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-070,Student's Complaint,11,dialogue-070-s11,Hindi to English,आप चिंता नह करे. मैं आपको विश्वास दिलाति हूँ की वह अब और मेहनत करेग. मैं इसकी तुतिओन लघ्वने का सोच रही हूँ. क्या आपको कोई अचे अनुशिक्षिक का पता है?,Don't you worry. I assure you that he will now work harder. 1 am thinking of getting him a tution. Do you know of any good tutor?,Don't worry | assure work harder | thinking getting tution | know good tutor?,"Write numbers, dates and times exactly; Add ? for the question or request.",Don't worry | assure work harder | thinking getting tution | know good tutor?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-070,Student's Complaint,12,dialogue-070-s12,English to Hindi,I'm glad you are taking that responsibility. 1 know it will be hard for you to manage everything on your own. You can talk to our administration. They're just down the hall.,मुझे खुशी है की आप यह ज़िमेदरि ले रही हैं. मुझे पता है की आपके लिए सब कुछ अप्ने दम पर प्रबन्धित करना कथिन होगा. आप हमारे प्रशासन से बात कर सकते हैं. वह हल्ल के ठीक नीचे हैं,I'm glad taking responsibility | know hard manage everything | talk administration | They're down hall,"Write numbers, dates and times exactly.",I'm glad taking responsibility | know hard manage everything | talk administration | They're down hall,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-071,Temporary Visa,1,dialogue-071-s01,English to Hindi,"Good afternoon, dear. My name is Claire from Department of Immigration and Border Protection. How may I help you today?","नमस्ते. मैं क्लैरे बात कर रही हूँ, आप्रावसन और सीम सुरक्ष विभाग से. मैं आज आपकी कैसे सहयत कर सकती हूँ?",greeting dear | name Claire dept Immigration | help?,Mark conditions and obligation words; Add ? for the question or request.,greeting dear | name Claire dept Immigration | help?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-071,Temporary Visa,2,dialogue-071-s02,Hindi to English,"नमस्ते, मेरा नाम किर्ति है और मैं यहन विद्यार्थि वीज़े पर हूँ. मेरे विध्यार्थि वीसे की वैध्यत सिर्फ I0 दिन रेह गई है. मुझे ग्रदुअते वीसे के बारे आपसे कुछ जानकारी चहिह्ये.","Hello, my name is Kriti and I am here on a student visa. My student visa's remaining validity is only I0 days. I need information regarding graduate visa from you.",Hello name Kriti visa | student visa's remaining validity | need info regarding visa,"Write numbers, dates and times exactly; Mark conditions and obligation words.",Hello name Kriti visa | student visa's remaining validity | need info regarding visa,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-071,Temporary Visa,3,dialogue-071-s03,English to Hindi,"Before we proceed, could you please help me with your full name, passport number along with visa grant number so that I can verify your details and guide you further?","आघे बध्ने से पहले, क्या आप कृपया मुझे अप्न पूर नाम, पासपोर्ट नंबर तथ वीज़ा अनुमति नंबर दे सकती हैं तन की मैं आपकी सूच्न को प्रामिन्त कर सकुन और आपको आगे सलाह दे सकु?",Before full name passport no.?,Add ? for the question or request; Write names and identifiers exactly.,Before full name passport no.?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-071,Temporary Visa,4,dialogue-071-s04,Hindi to English,ज़रूर; मेरा पासपोर्ट नंबर है L226755 और मेरा पूर नाम क्रिति पन्देय है और मेरा वीज़ा अनुमति नंबर है K7896567 है. मेरी पधाइ खतम हो चुक्कि है और अब मैं ग्रदुअते वीज़ा के लिए आवेदन करना चाहती हूँ.,"Sure, my passport number is L226755 and my full name is Kriti Pandey and my Visa Approval Number is K7896567. My study has been completed and now I want to apply for graduate visa.",passport 226755 full name 7896567 | study completed want visa,"Write numbers, dates and times exactly; Write names and identifiers exactly.",passport 226755 full name 7896567 | study completed want visa,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-071,Temporary Visa,5,dialogue-071-s05,English to Hindi,"Sure! Thanks for letting me know. Congratulations for your new job! You want to continue your stay here and change your visa to work full time, am I right?","ज़रूर; मुझे बताने के लिए धन्यवाद. नयि नौकरी के लिए आपको बधाइ हो. आप यह रुक्न चाहती हैं और अप्ने विसे को बदल्न चाहती हैं पूर्न काल काम करने के लिए, क्या मैं सही हूँ?",Sure | letting me know | Congratulations new job | want change visa time?,Add ? for the question or request.,Sure | letting me know | Congratulations new job | want change visa time?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-071,Temporary Visa,6,dialogue-071-s06,Hindi to English,"जी, आपने बिल्कुल सही कहा. मेरे मालिक ने मुझ्से मेरा वीज़ा मान्ग है और कहा है क अप्ने विसे पर मैं पूर्न कालिक काम करने के योज्ञ नहीं हूँ. इस्सि कारण मैं अप्न वीज़ा जल्द से जल्द बदल्वान चाहती हूँ.","Yes, you said it right. My employer has asked for my visa and he has said that I am not eligible to work full-time on my visa. This is why I want to change my visa as early as possible.",Yes right | empr visa eligible time | want change visa early,Mark NOT or × clearly; Mark conditions and obligation words.,Yes right | empr visa eligible time | want change visa early,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-071,Temporary Visa,7,dialogue-071-s07,English to Hindi,"Very well! Now first of all, you can do it in two ways, either you can go to a migration agent or you could do it yourself by making an immi account on our website and following the steps.","बहुत अच्छा! सब से पहले, आप इसे दो प्रकार से कर सकती हैं, या तो आप किसी प्रवास प्रतिनिधि के पास जा सकती हैं या फिर यह खुद कर सकती हैं हमारि वेब्सिते पर एक इम्मि खाता बनाकर और दिये गए कद्मो का पालन कर्के.",well | first two ways acct,Capture who + action + key detail; avoid full sentences.,well | first two ways acct,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-071,Temporary Visa,8,dialogue-071-s08,Hindi to English,मैं किसी अप्रवास्न प्रतिनिधि के पास नहीं जान चाहती क्योंकि मेरे पास इत्ने पैसे नहीं है. मैं पधै के दोरन बेरोज़्गार थी. क्या आप मुझे विस्तार में बता सकती हैं क इसके बाद मुझे क्या करना होगा. अश्थायि वीज़ा के आवेदन के लिए शुल्क कितना होगा?,I don't want to go to an immigration consultant because I don't have enough money. I was unemployed while studying. Can you tell me in detail what would I need to do after that? What will be the fees for the application of temporary visa?,don't want go immigration | don't enough money | unemployed studying | me detail need? | fees appl temporary visa?,Mark conditions and obligation words; Add ? for the question or request.,don't want go immigration | don't enough money | unemployed studying | me detail need?,Imported and machine-formatted from user material; bilingual review recommended.
