segment_id,dialogue_id,dialogue_title,direction_before,direction_after,old_hindi,new_hindi
original-072-s09,original-072,Theft,en,en,"मैं समझ सकती हूँ की आपके पति के काम करने का समय निश्चित होता है, मगर, मैं हरान हूँ उससे कैसे पता चल की आप उस समय घर पर नहीं थे।","मैं समझती हूँ कि आपके पति के काम के घंटे तय हैं, लेकिन मुझे आश्चर्य है कि चोर को कैसे पता चला कि उस समय आप भी घर पर नहीं थीं।"
original-072-s10,original-072,Theft,hi,hi,"मैं भी बहुत परेशन हूँ इस के कारण। भग्वान जन्त है की चोर इसके बारे मैं कैसे पता चल। क्योंकि मैंने इसके बारे सिर्फ अपने पति, बेहन और मित्र से ही बात की थी।","मैं भी इसी वजह से बहुत परेशान हूँ। भगवान जाने चोर को यह कैसे पता चला। मैंने इस बारे में केवल अपने पति, बहन और एक मित्र से बात की थी।"
original-072-s11,original-072,Theft,en,en,"क्या आपको कोई सन्देह है यह आपने हल ही में किसी को सन्देह्जनक देखा हो। और क्या आपको लघ्त है यह किसी से अन्जान आध्मि से हुआ है। वैसे भी, मैं नेइघ्बोउर्हूद वत्च से पता कर्व दुन्घि।","क्या आपको किसी पर शक है, या हाल में आपने किसी संदिग्ध व्यक्ति को देखा है? या आपको लगता है कि यह किसी ने अचानक किया? खैर, मैं नेबरहुड वॉच से भी जाँच करूँगी।"
original-072-s12,original-072,Theft,hi,hi,"वास्तव में, मैं ज़्यदतर भीतर ही रहती हूँ, इस्लिए मैंने कुछ नहीं देखा। यहान आने के लिए और हुमरि बात सुन्ने के लिए धन्यवाद।","असल में मैं ज़्यादातर घर के अंदर ही रहती हूँ, इसलिए मैंने कुछ संदिग्ध नहीं देखा। यहाँ आने और मेरी बात सुनने के लिए धन्यवाद।"
original-073-s01,original-073,Utility Bill,en,en,नमस्ते मैं ल्य्स हूँ पेओप्ले एनेर्ज्ञ से। कृपया ध्यान रखेइन क इस कल्ल को गुणवत्ता व प्रशिक्षण उदेशो क लिए रेकोर्द किया जायेग। क्या मैं आप ग्राहक खाता नंबर जान सकती हूँ।,नमस्ते। मैं पीपल एनर्जी से लायसा बोल रही हूँ। कृपया ध्यान दें कि गुणवत्ता और प्रशिक्षण के उद्देश्य से यह कॉल रिकॉर्ड की जाएगी। क्या आप अपना ग्राहक खाता नंबर बता सकते हैं?
original-073-s02,original-073,Utility Bill,hi,hi,नमस्ते। यह ग्राहक खाता नंबर कहा है। क्या आप कृपया मुझे बता सकती हैं।,नमस्ते। ग्राहक खाता नंबर कहाँ लिखा होता है? कृपया मुझे बता सकती हैं?
original-073-s03,original-073,Utility Bill,en,en,ज़रूर मैडम। यह आपके बिल दहिने हिस्से में उपर की और है। यह एक 7 अन्को की संख्या है।,ज़रूर मैडम। यह आपके बिल के ऊपर दाईं ओर लिखा है। यह 7 अंकों का नंबर है।
original-073-s04,original-073,Utility Bill,hi,hi,जी मुझे मिल गया। खाता नंबर है 6473764। क्या आप चाहती हैं क मैं इसे दोराउ।,"जी, मिल गया। खाता नंबर 6473764 है। क्या मैं इसे दोबारा बताऊँ?"
original-073-s05,original-073,Utility Bill,en,en,"जी नहीं, सब ठीक है। क्या मैं आपका पूर प्त और पूर नाम जान सकती हूँ सुरक्ष उदेशो क लिए।","नहीं मैडम, नंबर मिल गया। सुरक्षा के लिए कृपया अपना पूरा नाम और पता बता दीजिए।"
original-073-s06,original-073,Utility Bill,hi,hi,"जी मेरा नाम सिम्रन कौर है और मेरे घर का प्त I0, बोत्त्ले ब्रुश द्रिवे, तर्नेइत है।","जी। मेरा नाम सिमरन कौर है और मेरे घर का पता 10, बॉटल ब्रश ड्राइव, टार्नेट है।"
original-073-s07,original-073,Utility Bill,en,en,बहुत बहुत धन्यवाद। मैं आज आपकी कैसे सहायता कर सकती हूँ।,"बहुत धन्यवाद मैडम। बताइए, आज मैं आपकी कैसे सहायता कर सकती हूँ?"
original-073-s08,original-073,Utility Bill,hi,hi,"दरसल, मैं आपसे अपने बिज्ली के बिल के बारे बात करना चाहती थी। मैं और मेरा परिवार पिछले हफ़्ते भारत में थे, जिस्के कारण किसी ने भी बिल नहीं देखा। और जब मैंने यह बिल देखा वापिस आने पर तो भुगतान करने की तारीख निकल चुकि थी और अब हमें जुर्मान भर्ने के लिए भी चिथि आई है।","असल में मैं हमारे बिजली के बिल के बारे में बात करना चाहती थी। मैं और मेरा परिवार पिछले सप्ताह भारत में थे, इसलिए किसी ने बिल नहीं देखा। वापस आने पर जब मैंने बिल देखा, तब भुगतान की अंतिम तारीख निकल चुकी थी और अब हमें जुर्माना भरने का पत्र भी मिला है।"
original-073-s09,original-073,Utility Bill,en,en,"मैं समझ रही हूँ। जैसे क मैं देख सकती हूँ बिल भर्वाने क आख्रि तरीख I3 मर्च 20I9 थी और अब 2I मर्च आ चुकि है, तो आप करीब हफ़्त देरि से हो बिल भर्वाने में। जिस्के कारण आपको आपके बिल पर जुर्मान लगा है।","समझ गई। मैं देख सकती हूँ कि भुगतान की अंतिम तारीख 13 मार्च 2019 थी और आज 21 मार्च है, इसलिए भुगतान में लगभग एक सप्ताह की देरी हुई है। इसी वजह से आपके बिल पर जुर्माना लगाया गया है।"
original-073-s10,original-073,Utility Bill,hi,hi,जैसे की मैंने पहले आपको बतायह हम सभी भारत थे और कल ही वापिस आये हैं तो यह कैसे मुम्किन होता क हम बिल भर देते। हम पिछले 2 सालो से आपके ग्राहक हैं और मैं आपको यह जुर्मान मुआफ़ करने की बिन्ति करना चाहती हूँ।,"जैसा मैंने बताया, हम सब भारत में थे और कल ही वापस आए हैं, इसलिए बिल भरना संभव नहीं था। हम पिछले दो साल से आपके ग्राहक हैं, इसलिए मैं आपसे जुर्माना माफ करने का अनुरोध करना चाहती हूँ।"
original-073-s11,original-073,Utility Bill,en,en,"ठीक है। मैं आपकी बात समझ्ति हूँ और जैसे आपने पिछले सभी भुक्तन समय पर किए हैं तो सिर्फ इस बिल के लिए मैं आपका जुर्मान मुआफ़ कर सकती हूँ, पर सिम्रन जी आपको बिल आज ही भरना होगा।","ठीक है। मैं आपकी बात समझती हूँ। चूँकि आपने अब तक हमेशा समय पर भुगतान किया है, इसलिए इस बार मैं जुर्माना माफ कर सकती हूँ। लेकिन श्रीमती सिमरन, आपको आज ही बिल का भुगतान करना होगा।"
original-073-s12,original-073,Utility Bill,hi,hi,धन्य्वाद। मैं अभी भुगतान कर सकती हूँ। क्या मैं यह भुगतान फ़ोन पर कर सकती हूँ।,धन्यवाद। मैं अभी पूरा भुगतान कर सकती हूँ। क्या फोन पर भुगतान किया जा सकता है?
original-073-s13,original-073,Utility Bill,en,en,बिल्कुल मैडम। आप क्रेदित कार्ड से भुगतान करना चहेन्गि यन देबित कार्ड से।,बिल्कुल मैडम। आप भुगतान क्रेडिट कार्ड से करना चाहेंगी या डेबिट कार्ड से?
original-073-s14,original-073,Utility Bill,hi,hi,मैं यह भुगतान अपने देबित कार्ड से करना चहुन्गि। कृपया 2 मिनुते इन्तेज़ार करें मैं अभी वापिस आई अपना कार्ड लेकर।,"मैं अपने डेबिट कार्ड से भुगतान करना चाहती हूँ। कृपया दो मिनट रुकिए, मैं कार्ड लेकर अभी आती हूँ।"
original-074-s01,original-074,Victoria Police,en,en,नमस्ते। यह विक्तोरिअ पुलिस है। मैं आपकी कैसे मदद कर सकती हूँ।,"नमस्ते। विक्टोरिया पुलिस से बोल रहे हैं। बताइए, मैं आपकी कैसे सहायता कर सकता हूँ?"
original-074-s02,original-074,Victoria Police,hi,hi,"नमस्ते। वास्तव में, मैं जनन चाहती थी की अगर मैं ऑस्ट्रेलियान पुलिस में शमिल होना चाहती हूँ, तो उसके लिए प्रारम्भिक आवश्यकतेन क्या हैं।",नमस्ते। मैं जानना चाहता हूँ कि अगर मैं विक्टोरिया पुलिस में शामिल होना चाहूँ तो प्रारंभिक आवश्यकताएँ क्या हैं?
original-074-s03,original-074,Victoria Police,en,en,यह जान्कर खुशी हुई की आप एक लोक सेवक बनाना चाहती हैं।,यह जानकर खुशी हुई कि आप सार्वजनिक सेवा में आना चाहते हैं।
original-074-s04,original-074,Victoria Police,hi,hi,"हन्जि, मैंने अपना मन्न बन लिया है।","जी, मैंने अपना मन बना लिया है।"
original-074-s05,original-074,Victoria Police,en,en,"प्ररम्भिक आवश्यकतओन में आपके शिक्षात्मक प्रिश्थ्भुमि, फ़ित्नेस्स स्तर, सन्चार कौशल और कर्ये अनुभव के साथ अचे चरित्र और प्रतिश्थ शामिल हैं।","प्रारंभिक आवश्यकताओं में अच्छा चरित्र और प्रतिष्ठा, आपकी शैक्षणिक योग्यता, शारीरिक फिटनेस, संचार कौशल और कार्य अनुभव शामिल हैं।"
original-074-s06,original-074,Victoria Police,hi,hi,ठीक है। अचे चरित्र और प्रतिश्थ से आपका क्या तत्पर्य है।,ठीक है। अच्छे चरित्र और प्रतिष्ठा से आपका क्या मतलब है?
original-074-s07,original-074,Victoria Police,en,en,इसका मत्ल्ब है की विक्तोरिअ पुलिस एक नियोक्त के रूप में एक कर्मचरि द्वर निजि जीवन में या काम पर अवैध या गार्कनूनि नशिलि दवओन के उपयोग को सेह्न नहीं करेग। सभी आवेदक भर्ति प्रक्रिया के दौरान अनियमित दवओन के परीक्षन के अधीन हैं।,इसका अर्थ है कि नियोक्ता के रूप में विक्टोरिया पुलिस किसी कर्मचारी द्वारा निजी जीवन या काम के दौरान अवैध नशीले पदार्थों के इस्तेमाल को स्वीकार नहीं करती। भर्ती प्रक्रिया के दौरान सभी आवेदकों की कभी भी नशीले पदार्थों की जाँच की जा सकती है।
original-074-s08,original-074,Victoria Police,hi,hi,जी बिल्कुल। मैं समझ्ति हूँ और फ़ित्नेस्स के लिए क्या हमारे पास ज्ञ्म की सदस्यत होना ज़रूरी है।,"ठीक है, समझ गया। फिटनेस के लिए क्या जिम की सदस्यता होना ज़रूरी है?"
original-074-s09,original-074,Victoria Police,en,en,"हलन्कि यह आवश्यक नहीं है; लेकिन, आपको कर्दिओ ताकत और शरीरिक शक्ति का एक स्वस्थ स्तर बने रख्ने की आवश्यकत होगी। एक बार नियोजित होने के बाद आपको नियमित फ़ित्नेस्स परीक्षन करना होगा।","जिम की सदस्यता आवश्यक नहीं है, लेकिन आपको अच्छा हृदय-स्वास्थ्य और शारीरिक ताकत बनाए रखनी होगी। नौकरी मिलने के बाद नियमित फिटनेस जाँच भी देनी होगी।"
original-074-s10,original-074,Victoria Police,hi,hi,ज़रूर। मेरा एक और प्रश्न है। क्या यह आवश्यक है की मेरे पास द्रिविन्ग लाइसेंस हो। अगर मुझे गाधि चलनि नह आति हो तो।,ठीक है। मेरा एक और सवाल है। क्या ड्राइविंग लाइसेंस होना ज़रूरी है? अगर मुझे गाड़ी चलानी नहीं आती तो क्या होगा?
original-074-s11,original-074,Victoria Police,en,en,"आप पुलिस अधिकारि के पद के योज्ञ्त के आवेदन के लिए आपको द्रिविन्ग आनि चाहिए; हालन्कि, कोई भी लाइसेंस की प्रकार चले गि जैसे की परिवीक्षाधीन, मनुअल या स्वचालित।","पुलिस अधिकारी के पद के लिए आवेदन करने हेतु आपको गाड़ी चलाना आना चाहिए। हालाँकि किसी भी प्रकार का वैध लाइसेंस स्वीकार किया जा सकता है, जैसे प्रोबेशनरी, मैनुअल या ऑटोमैटिक पूर्ण लाइसेंस।"
original-074-s12,original-074,Victoria Police,hi,hi,जी ज़रूर। पिछले साल ही मुझे प्राथ्मिक चिकित्स के लिए प्रमाण पत्र मिल था। क्या यह वैध होगा।,ठीक है। मुझे पिछले साल ही फर्स्ट एड का प्रमाणपत्र मिला है। क्या वह मान्य होगा?
original-074-s13,original-074,Victoria Police,en,en,"इस लिए येधि आपने CPR के साथ एक स्तर 1 प्राथ्मिक चिकित्स प्रमाण पत्र प्रप्त किया है, तो इसे आपके प्रशिक्षण के दौरान और रोज़गार के कार्यकाल और आपके प्रशिक्षण पूर होने के 12 महीने बाद वैध होना चाहिए।","यदि आपके पास CPR सहित लेवल 1 फर्स्ट एड प्रमाणपत्र है, तो वह आपके प्रशिक्षण और नौकरी की अवधि के दौरान तथा प्रशिक्षण पूरा होने के बाद अगले 12 महीनों तक वैध रहना चाहिए।"
original-074-s14,original-074,Victoria Police,hi,hi,जान्कारि के लिए धन्यवाद। मैं सभी दस्तावेजोन को एकत्थ करूँगी और इसके लिए आवेदन करूँगी।,जानकारी के लिए धन्यवाद। मैं सभी दस्तावेज़ इकट्ठे करके आवेदन करूँगा।
original-074-s15,original-074,Victoria Police,en,en,कोई समस्या नहीं आप किसी भी जान्कारि के लिए हमरि वेब्सिते व्व.पुलिस.विक.गोव.औ। पर देख सकते हैं।,कोई समस्या नहीं। आवश्यक जानकारी के लिए आप हमारी वेबसाइट www.police.vic.gov.au भी देख सकते हैं।
original-075-s01,original-075,Business Proposal,en,en,"नमस्ते नदीम जी। आप से मिल के खुशी हुई, मैं इस कंपनी की CEO (मुख्य प्रभन्धक अधिकारी) हूँ। कृपया बैथे।",सुप्रभात मिस नदीमा। आपसे मिलकर खुशी हुई। मैं इस कंपनी का CEO हूँ। कृपया बैठिए।
original-075-s02,original-075,Business Proposal,hi,hi,"सुप्रभात जी, मुझे भी बहुत खुशी हुई आप से मिल्क्र, धन्य्वाद।",सुप्रभात। आपसे मिलकर मुझे भी खुशी हुई। धन्यवाद।
original-075-s03,original-075,Business Proposal,en,en,क्या आपका यह पे पहुन्च्न असान था।,क्या आपको यहाँ पहुँचने में कोई परेशानी हुई?
original-075-s04,original-075,Business Proposal,hi,hi,"जो नक्ष आप ने भेज था, उससे बहुत सहायता हुई, गाड़ी के लिए भी असानि से जगह मिल गई थी। मिल्ने के लिए शुक्रिय।",आपने जो नक्शा भेजा था वह बहुत उपयोगी रहा। पार्किंग की जगह ढूँढना भी आसान था। मुझसे मिलने के लिए सहमत होने पर धन्यवाद।
original-075-s05,original-075,Business Proposal,en,en,यह मेरा सौभाज्ञ है। मैंने आपके द्वार भेजि गई ईमेल पधि थी। तो आप अपने उत्पाद ऑस्ट्रेलिया में बेच्न चाहती हैं। कृपया मुझे इसके बारे में और ब्तयेइन।,आपका स्वागत है। मैंने आपका ईमेल पढ़ा था। तो आप अपने उत्पाद ऑस्ट्रेलिया में बेचना चाहती हैं। कृपया इसके बारे में थोड़ा और बताइए।
original-075-s06,original-075,Business Proposal,hi,hi,"NAR सोलुतिओन्स एक बर्तान्वि सोफ़्त्वरे कंपनी है जो की 2010 में स्थापित हुई थी। हमार मुख्य दफ़्तर लोन्दोन में है और दूस्र मन्चेस्तेर में, जो क लोन्दोन की उत्तरिये भग में है।","N.A.R. Solutions एक ब्रिटिश सॉफ्टवेयर कंपनी है जिसकी स्थापना 2010 में हुई थी। हमारा मुख्य कार्यालय लंदन में है और दूसरा कार्यालय मैनचेस्टर में है, जो लंदन के उत्तर में है।"
original-075-s07,original-075,Business Proposal,en,en,तो आपके दो दफ़्तर हैं। कितने करम्चारि है आपके कुल।,तो आपके दो कार्यालय हैं। कुल कितने कर्मचारी हैं?
original-075-s08,original-075,Business Proposal,hi,hi,"वर्त्मान में हमारे पास 146 कर्म्चारि हैं, पर हमें उमीद है क यह अन्क बध्कर 160 तक पहुन्च जयेन्गे इस वर्श के अन्त तक।","अभी हमारे 146 कर्मचारी हैं, लेकिन हमें उम्मीद है कि इस साल के अंत तक यह संख्या बढ़कर 160 हो जाएगी।"
original-075-s09,original-075,Business Proposal,en,en,सुन्ने में लगता है की आप बहोत तेज़ि से तर्रकि कर रहेइन है। आपकी कंपनी के उत्पादो के बारे में मुझे सन्क्षिप्त में बतायेइन।,लगता है आपकी कंपनी बहुत तेज़ी से बढ़ रही है। कृपया अपने उत्पादों के बारे में संक्षेप में बताइए।
original-075-s10,original-075,Business Proposal,hi,hi,"हम चोते पैमने की कोम्पनियो को सोफ़्त्वरे प्रदान करते हैं, जो आपकी आय की देख्भाल कर्त है।",हम छोटी कंपनियों को ऐसा सॉफ्टवेयर उपलब्ध कराते हैं जो उनकी आय संबंधी कामकाज संभालने में मदद करता है।
original-075-s11,original-075,Business Proposal,en,en,तो वेनुस स्य्स्तेम्स आज आपकी कैसे सहायता कर सकता है।,और आज Venus Systems आपकी किस तरह सहायता कर सकती है?
original-075-s12,original-075,Business Proposal,hi,hi,"हम चह्ते हैं की आप औस्त्र्लिअ में हमारे उत्पाद बेचेइन, हम जान्ते हैं क आप केवल चोते व्यव्सायो के उत्पाद बेच्ते हैं, लेकिन हमार मान्न है के आपके ग्राहक इन उत्पादो को खरीद्ने में दिल्चस्पि लेन्गे।","हम चाहते हैं कि आप हमारे उत्पाद ऑस्ट्रेलिया में बेचें। हमें पता है कि आप छोटी कंपनियों के लिए उत्पाद बेचते हैं, लेकिन हमें विश्वास है कि आपके ग्राहक हमारे उत्पादों को खरीदने में रुचि रखेंगे।"
original-075-s13,original-075,Business Proposal,en,en,मैं देख रही हूँ क आपने काफ़ी अनुसन्धान किया है। आप सही केह रही हैं हमारे पास असंख्या ग्राहक हैं जो की आपके इस लेखान्कन सोफ़्त्वरे में रुचि दिखा सकते हैं। मैं इसके उपर विस्तार में चर्च करना चहुन्गि।,समझ गया। आपने काफी शोध किया है। आप सही हैं कि हमारे पास बड़ी संख्या में ऐसे ग्राहक हैं जिन्हें अकाउंटिंग सॉफ्टवेयर में भी रुचि हो सकती है। मैं इस बारे में विस्तार से चर्चा करना चाहूँगा।
original-076-s01,original-076,Constipation,en,en,नमस्ते। मेरा नाम सिमोन है। क्रिपय सीट ले। तो आज क्या समस्या है।,"नमस्ते। मेरा नाम सिमोन है। कृपया बैठिए। बताइए, आज क्या समस्या है?"
original-076-s02,original-076,Constipation,hi,hi,"दरसल चिकित्सक, कल मैं अपने दोस्तोन के साथ एक रेस्तरान में खान खाने गई थी। स्वाद स्वाद में मैंने बहुत सार ख लिअ। जब से मैं घर वापस आई हूँ, तब से मेरी तबियत ठीक नहीं है।","असल में चिकित्सक, कल मैं दोस्तों के साथ रेस्टोरेंट में खाना खाने गई थी। खाना इतना स्वादिष्ट था कि मैंने जरूरत से ज्यादा खा लिया। घर लौटने के बाद से मेरी तबीयत ठीक नहीं है।"
original-076-s03,original-076,Constipation,en,en,"जी मैं देखति हूँ। क्या आपको पेत में दर्द, बुखार, उल्ती आदि जैसे किसी भी लक्षण का अनुभव हुआ।","समझ गया। क्या आपको पेट दर्द, बुखार, उल्टी जैसे कोई लक्षण हुए?"
original-076-s04,original-076,Constipation,hi,hi,"मुझे उल्टी नहीं हुई, लेकिन मैं सार दिन अपने बिस्तर पर कर्वते लेती रहती हूँ। सुबह शरीर मैं कमजोरि महसूस हुई। मेरी तान्गे भी कान्प रही थी। पूर शरीर दर्द में था।","उल्टी तो नहीं हुई, लेकिन पूरी रात करवटें बदलती रही। सुबह शरीर बहुत कमज़ोर लग रहा था और पैरों में भी कंपन था। पूरे शरीर में दर्द था।"
original-076-s05,original-076,Constipation,en,en,केए सम्भावनेन हो सकती हैं। मुझे सन्देह है की यह खाद्य-विशायन हो सकती है या यह सिर्फ इसलिए हो सकत है क्योंकि आपका पेत ठीक से खालि नहीं हुआ।,"इसके कई कारण हो सकते हैं। मुझे शक है कि यह फूड पॉइज़निंग हो सकती है, या फिर कब्ज़ के कारण आपका पेट ठीक से साफ नहीं हुआ हो।"
original-076-s06,original-076,Constipation,hi,hi,"आप सही हैं चिकित्सक जी, पिछले सप्ताह से मैं कब्ज से जूझ रही हूँ। मुझे यह समझ्न मुश्किल हो रहा है की यह सब इस के कारण हो सकत है।",आप सही कह रहे हैं चिकित्सक। पिछले सप्ताह से मुझे कब्ज़ की समस्या है। मुझे विश्वास नहीं हो रहा कि इतनी सारी परेशानी सिर्फ इसी वजह से हो सकती है।
original-076-s07,original-076,Constipation,en,en,"हाँ। एक अच्छी सम्भावन है की यह मूल कारण हो सकत है। अब, पिछले 3 दिनोन में आप कितनी बार शौचालय जा रहे हैं।","जी, संभव है कि यही मुख्य कारण हो। पिछले तीन दिनों में आप कितनी बार शौचालय गई हैं?"
original-076-s08,original-076,Constipation,hi,hi,"मैं शौचालय में केए बार जाति हूँ, लेकिन ऐस लगता है जैसे की पेइत खाली नहीं हो रहे है।","मैं कई बार शौचालय जाती हूँ, लेकिन लगता है कि पेट पूरी तरह साफ नहीं हो रहा।"
original-076-s09,original-076,Constipation,en,en,समझि। क्या आपने इससे निपतने के लिए कोई दवा लेने की कोशिश की।,समझ गया। क्या आपने इसके लिए बिना पर्ची मिलने वाली कोई दवा लेने की कोशिश की?
original-076-s10,original-076,Constipation,hi,hi,"हाँ, वास्तव में मैंने द्वैयोन की दुकान से जुलाब के लिए दवा ली थी। मैं नाम नहीं जान्ति, परन्तु हरे पाने वलि बोतल थी, हालान्कि उस्मेन चोकलेत का स्वाद था, वास्तव में वह कदवि थी।","जी। मैंने केमिस्ट से दस्त की दवा ले ली थी। मुझे उसका नाम नहीं पता, लेकिन बोतल पर हरे रंग का स्टिकर था। चॉकलेट स्वाद लिखा था, फिर भी स्वाद बहुत कड़वा था।"
original-076-s11,original-076,Constipation,en,en,मुझे लगता है की मैं उस ब्रान्द के बारे में जान्ति हूँ जिसके बारे में आप बात कर रही हैं। इस सम्स्य से निपतने के लिए मैं आपको एक तेज़ द्व लिख कर दूँगी।,मुझे लगता है मैं समझ गया कि आप किस ब्रांड की बात कर रही हैं। इस समस्या के लिए शायद मुझे आपको कुछ अधिक असरदार दवा लिखनी पड़ेगी।
original-076-s12,original-076,Constipation,hi,hi,"बहुत धन्यवाद। मेरा बस एक अनुरोध है चिकित्सक सहिब, क्र्पय मुझे कुछ देन जो मुझे जल्दी ठीक कर दे क्योंकि मैंने पह्ले ही अपने काम से एक सप्ताह की छुत्ती ले ली है।","बहुत धन्यवाद। चिकित्सक, मेरी बस एक विनती है कि ऐसी दवा दीजिए जिससे मैं जल्दी ठीक हो जाऊँ, क्योंकि मैं काम से पहले ही एक सप्ताह की छुट्टी ले चुकी हूँ।"
original-076-s13,original-076,Constipation,en,en,"ठीक है। जो मैंने लिखि है वह बहुत तेज़ है और आम तौर पर लोग केवल 1 खुराक के बाद ही ठीक महसूस करते हैं, लेकिन ज़रूरत पदने पर आप एक और ले सकती हैं।","ठीक है। मैंने जो दवा लिखी है वह काफी असरदार है। आमतौर पर लोग पहली खुराक के बाद ही बेहतर महसूस करते हैं, लेकिन जरूरत हो तो दूसरी खुराक भी ले सकती हैं।"
original-077-s01,original-077,De facto Visa,en,en,नमस्ते। आप्रवासन और सीम सुरक्ष विभाग। मैं आपकी कैसे मदद कर सकती हूँ।,"नमस्कार। आप्रवासन एवं सीमा सुरक्षा विभाग से बोल रहे हैं। बताइए, आज मैं आपकी कैसे सहायता कर सकता हूँ?"
original-077-s02,original-077,De facto Visa,hi,hi,नमस्ते। मुझे अप्से दे-फ़क्तो वीज़ा की जानकारी चाहिए। मुझे इसके बरे में कुछ प्रश्न पुच्नेहैन। क्या आप मेरी इस्मेइन मदद कर सकते है।,नमस्ते। मुझे डी-फैक्टो वीज़ा के बारे में कुछ जानकारी चाहिए और मेरे कुछ सवाल हैं। क्या आप मेरी मदद कर सकते हैं?
original-077-s03,original-077,De facto Visa,en,en,बिल्कुल। लेकिन शुरू करने से पहले आपको मुझे अपने बरे में कुछ जानकारी देनि होगी।,बिल्कुल। लेकिन शुरू करने से पहले आपको अपने बारे में थोड़ी जानकारी देनी होगी।
original-077-s04,original-077,De facto Visa,hi,hi,मेरा नाम किरन कौर है। मैं भारत की रेह्ने वलि हूँ। मैं 2014 में ऑस्ट्रेलिया अयि थी। 2017 विश्व कुप के दौरान मैं जिम से मिली जो क ऑस्ट्रेलिया का नग्रिक है। अब 1.5 साल हो च्ल है हमें इकथे रेह्ते हुए।,"मेरा नाम किरण कौर है। मैं भारतीय नागरिक हूँ। मैं 2014 में ऑस्ट्रेलिया आई थी। 2017 के वर्ल्ड कप के दौरान मेरी मुलाकात जिम से हुई, जो ऑस्ट्रेलियाई नागरिक हैं। अब हमें साथ रहते हुए लगभग डेढ़ साल हो गया है।"
original-077-s05,original-077,De facto Visa,en,en,"यह बहुत अच्छा है। तो म्स किरन, मुझे अपना पेह्ल प्रश्न ब्तये।","बहुत अच्छा। मिस किरण, बताइए आपका पहला सवाल क्या है?"
original-077-s06,original-077,De facto Visa,hi,hi,"वास्तव में, मैं जनन चाहती हूँ की दे-फ़क्तो वीज़ा के लिए मुझे कोन कोन से दस्तवेज़ देने होंगे।",असल में मैं पूछना चाहती थी कि डी-फैक्टो वीज़ा के लिए कौन-कौन से दस्तावेज़ जमा करने होंगे।
original-077-s07,original-077,De facto Visa,en,en,दे-फ़क्तो वीज़ा के लिए आपको यह सबुत देना होगा की आप दोनो कम से कम एक साल से इकथे रेह रहे हो।,डी-फैक्टो वीज़ा के लिए आवेदन करते समय आपको ऐसे प्रमाण देने होंगे जिनसे पता चले कि आप दोनों कम से कम एक साल से साथ रह रहे हैं।
original-077-s08,original-077,De facto Visa,hi,hi,ठीक है। इसके लिए मुझे कोन से दस्तवेज़ देने होंगे। क्या मुझे एस्के लिए तस्वीरे और एमैल्स भी देनि होन्गि। क्योंकि मैंने गुस्से में उसकी एमैल्स मित दी थी।,ठीक है। इसके लिए किस तरह के दस्तावेज़ देने होंगे? क्या हमें तस्वीरें और ईमेल भी देने होंगे? मैंने गुस्से में उसके ईमेल मिटा दिए थे।
original-077-s09,original-077,De facto Visa,en,en,यह ठीक है। अच्छा होगा की आप जित्ने दस्तवेज़ जमा कर्व सकती है कर्व दें। सान्झे खते जैसे की उपयोगित बिल और बैंक खते हुमेश अचे सबुत रेह्ते है की आप इकथे रेह रहे है।,"कोई बात नहीं। जितने अधिक प्रमाण दे सकें, उतना अच्छा है। संयुक्त उपयोगिता बिल या संयुक्त बैंक खाता जैसे दस्तावेज़ यह दिखाने के अच्छे प्रमाण हैं कि आप दोनों साथ रहते हैं।"
original-077-s10,original-077,De facto Visa,hi,hi,"हम पिछले साल चुत्तियो में बलि गए थे। क्या मैं वह तस्वीरे दे सकती हूँ। इसके अलव, उसके माता पिता हमारे साथ रेह्ने अये थे और हम्ने बहुत जगहोन पर तस्वीरे खिन्चि थी। हम वह भी ज्म कर सकते हैं।",हम पिछले साल छुट्टियों में बाली गए थे। क्या हम वहाँ की तस्वीरें दे सकते हैं? इसके अलावा उसके माता-पिता हमारे साथ रहने आए थे और उस समय हमने कई जगह तस्वीरें ली थीं। वे भी जमा कर देंगे।
